Obs,HHMMSS,leaf_age,tree_number,sun_or_shade,leaf_number,FTime,EBal,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,N_CO2S_,MN_CO2S_,SD_CO2S_,CV_CO2S_,SLP_CO2S_,N_H2OS_,MN_H2OS_,SD_H2OS_,CV_H2OS_,SLP_H2OS_,N_Flow_,MN_Flow_,SD_Flow_,CV_Flow_,SLP_Flow_,N_Photo_,MN_Photo_,SD_Photo_,CV_Photo_,SLP_Photo_,column_for_Exclude_pts
28,11:36:56,mature,11,sun_1,4,9401.5,0,0.0267,0.0081,138,0.264,3.14,31.61,6,1.42,1,2.84,29.87,31.61,29.95,150.42,150.32,15.088,15.477,35.37,36.28,400.0,2000,9,99.13,6.91,0.0117,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,150,2.6E-02,1.7E-02,1.4E-01,30,15.5,2.9E-03,1.8E-02,1.7E-02,30,400,1.6E-02,4.0E-03,-6.5E-02,40,0.172,2.1E-01,1.2E+02,-1.8E+00,OK
29,11:38:54,mature,11,sun_1,4,9519.5,0,0.203,0.00845,201,0.274,3.12,31.58,6,1.42,1,2.84,29.87,31.58,29.95,251.37,250.96,15.105,15.510,35.41,36.36,400.0,2000,7,99.13,7.65,0.00903,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,251,5.4E-02,2.2E-02,3.9E-01,30,15.5,2.5E-03,1.6E-02,2.6E-02,30,400,1.8E-02,4.6E-03,-1.5E-01,40,0.58,2.4E-01,4.2E+01,-2.2E+00,OK
30,11:40:52,mature,11,sun_1,4,9638.0,0,0.606,0.0088,224,0.286,3.13,31.62,6,1.42,1,2.84,29.87,31.62,29.95,350.07,349.01,15.119,15.541,35.44,36.43,400.0,2000,7,99.13,8.18,0.00414,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,349,2.9E-02,8.3E-03,-3.4E-02,30,15.5,1.9E-03,1.2E-02,-7.2E-05,30,400,1.4E-02,3.4E-03,-1.3E-01,40,0.838,2.0E-01,2.3E+01,-1.6E+00,OK
31,11:42:49,mature,11,sun_1,4,9754.5,0,1.27,0.00935,308,0.304,3.13,31.62,6,1.42,1,2.84,29.90,31.62,29.95,549.35,547.20,15.135,15.583,35.42,36.47,400.0,1999,7,99.12,8.73,0.0109,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,547,4.5E-02,8.2E-03,1.9E-01,30,15.6,2.0E-03,1.3E-02,6.6E-03,30,400,2.3E-02,5.7E-03,-2.2E-01,40,1.47,2.1E-01,1.4E+01,-1.8E+00,OK
32,11:44:46,mature,11,sun_1,4,9871.5,0,2.32,0.00979,338,0.318,3.13,31.65,6,1.42,1,2.84,29.89,31.65,29.95,750.35,746.52,15.155,15.625,35.49,36.59,400.0,1999,8,99.12,8.37,0.00858,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,747,5.6E-02,7.5E-03,2.6E-01,30,15.6,4.0E-03,2.6E-02,4.2E-02,30,400,2.8E-02,7.1E-03,-1.4E-01,40,2.06,1.2E-01,5.6E+00,9.5E-01,OK
33,11:46:48,mature,11,sun_1,4,9993.5,0,3.13,0.0104,474,0.338,3.13,31.66,6,1.42,1,2.84,29.89,31.66,29.95,1000.32,995.12,15.186,15.685,35.56,36.73,400.0,2000,7,99.12,7.37,0.0093,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,995,9.3E-02,9.4E-03,-4.4E-01,30,15.7,5.0E-03,3.2E-02,3.4E-02,30,400,2.5E-02,6.1E-03,-2.4E-01,40,2.78,3.3E-01,1.2E+01,2.9E+00,OK
34,11:48:45,mature,11,sun_1,4,10110.5,0,4.11,0.011,597,0.358,3.13,31.70,6,1.42,1,2.84,29.89,31.70,29.95,1251.08,1244.25,15.221,15.750,35.64,36.88,400.0,2000,8,99.12,5.78,0.0096,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.24e+03,6.2E-02,5.0E-03,-3.0E-01,30,15.7,3.6E-03,2.3E-02,4.2E-02,30,400,1.8E-02,4.4E-03,-1.5E-01,40,3.62,5.5E-01,1.5E+01,4.9E+00,OK
35,11:50:55,mature,11,sun_1,4,10240.5,0,5.46,0.0114,663,0.368,3.12,31.69,6,1.42,1,2.84,29.89,31.69,29.94,1500.07,1491.06,15.262,15.805,35.73,37.01,400.1,2001,6,99.12,3.2,0.00169,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.49e+03,1.6E-01,1.1E-02,3.7E-01,30,15.8,2.9E-03,1.9E-02,3.0E-02,30,400,1.2E-02,3.0E-03,3.1E-02,40,4.67,9.0E-01,1.9E+01,8.0E+00,OK
36,11:52:56,mature,11,sun_1,4,10362.0,0,6.83,0.0123,780,0.397,3.12,31.69,6,1.42,1,2.84,29.91,31.69,29.96,1750.47,1739.19,15.283,15.870,35.75,37.12,400.1,2001,10,99.12,0.0125,0.00869,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.74e+03,1.0E-01,5.9E-03,-4.7E-01,30,15.9,6.3E-03,4.0E-02,7.3E-02,30,400,1.2E-02,3.1E-03,-2.9E-02,40,5.78,1.1E+00,1.9E+01,9.5E+00,OK
37,11:55:05,mature,11,sun_1,4,10490.5,0,8.34,0.013,883,0.421,3.12,31.70,6,1.42,1,2.84,29.89,31.70,29.95,2000.99,1987.23,15.292,15.913,35.79,37.25,400.0,2000,10,99.11,-3.54,0.00799,0.8,-0.22,2.74,1.00,0.00,0.16,111115,30,1.99e+03,8.6E-02,4.3E-03,-6.6E-01,30,15.9,4.1E-03,2.6E-02,4.4E-02,30,400,2.3E-02,5.8E-03,-2.8E-01,40,6.93,1.3E+00,1.8E+01,1.1E+01,OK
38,11:57:07,mature,11,sun_1,4,10613.0,0,9.78,0.0136,997,0.44,3.11,31.70,6,1.42,1,2.84,29.89,31.70,29.94,2249.77,2233.63,15.312,15.961,35.86,37.38,400.1,2000,8,99.11,-7.57,0.0053,0.5,-0.22,2.74,1.00,0.00,0.16,111115,30,2.23e+03,1.4E-01,6.4E-03,-1.2E+00,30,16,3.3E-03,2.1E-02,3.1E-02,30,400,1.3E-02,3.2E-03,-1.0E-01,40,8.21,1.5E+00,1.8E+01,1.3E+01,OK
